mlbId,status,title,price,imageStatus,format,path,exists,width,height,issue
"MLB4832454317","published","Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 98,00","verified","jpg","public/products/MLB4832454317/optimized/main.jpg","yes","500","436",""
"MLB6747663478","published","Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 255,00","verified","avif","public/products/MLB6747663478/optimized/main.avif","yes","500","436",""
"MLB6747663478","published","Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 255,00","verified","webp","public/products/MLB6747663478/optimized/main.webp","yes","500","436",""
"MLB6747663478","published","Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 255,00","verified","jpg","public/products/MLB6747663478/optimized/main.jpg","yes","500","436",""
"MLB7070502622","pending-review","Módulo De Comunicação Ttgo T-call, Sim800l Lilygo (aberto)","R$ 98,20","verified","avif","public/products/MLB7070502622/optimized/main.avif","yes","500","466",""
"MLB7070502622","pending-review","Módulo De Comunicação Ttgo T-call, Sim800l Lilygo (aberto)","R$ 98,20","verified","webp","public/products/MLB7070502622/optimized/main.webp","yes","500","466",""
"MLB7070502622","pending-review","Módulo De Comunicação Ttgo T-call, Sim800l Lilygo (aberto)","R$ 98,20","verified","jpg","public/products/MLB7070502622/optimized/main.jpg","yes","500","466",""
"MLB4669463945","published","Kit 10un Mini Fonte Hi Link Hlk-pm01 110-220vac - 5vdc","R$ 255,00","verified","avif","public/products/MLB4669463945/optimized/main.avif","yes","500","436",""
"MLB4669463945","published","Kit 10un Mini Fonte Hi Link Hlk-pm01 110-220vac - 5vdc","R$ 255,00","verified","webp","public/products/MLB4669463945/optimized/main.webp","yes","500","436",""
"MLB4669463945","published","Kit 10un Mini Fonte Hi Link Hlk-pm01 110-220vac - 5vdc","R$ 255,00","verified","jpg","public/products/MLB4669463945/optimized/main.jpg","yes","500","436",""
"MLB7070500932","pending-review","Placa De Comunicação Lilygo Com Esp32 Ttgo T-call Sim800l","R$ 151,90","verified","avif","public/products/MLB7070500932/optimized/main.avif","yes","500","466",""
"MLB7070500932","pending-review","Placa De Comunicação Lilygo Com Esp32 Ttgo T-call Sim800l","R$ 151,90","verified","webp","public/products/MLB7070500932/optimized/main.webp","yes","500","466",""
"MLB7070500932","pending-review","Placa De Comunicação Lilygo Com Esp32 Ttgo T-call Sim800l","R$ 151,90","verified","jpg","public/products/MLB7070500932/optimized/main.jpg","yes","500","466",""
"MLB4669465391","pending-review","Kit C/3 Sensor De Corrente Ac Não Invasivosct-013 100a 50ma","R$ 138,30","verified","avif","public/products/MLB4669465391/optimized/main.avif","yes","500","438",""
"MLB4669465391","pending-review","Kit C/3 Sensor De Corrente Ac Não Invasivosct-013 100a 50ma","R$ 138,30","verified","webp","public/products/MLB4669465391/optimized/main.webp","yes","500","438",""
"MLB4669465391","pending-review","Kit C/3 Sensor De Corrente Ac Não Invasivosct-013 100a 50ma","R$ 138,30","verified","jpg","public/products/MLB4669465391/optimized/main.jpg","yes","500","438",""
"MLB4669465397","published","Sensor De Corrente Ac Não Invasivo Ac Sct-013 100a 50ma","R$ 138,30","verified","avif","public/products/MLB4669465397/optimized/main.avif","yes","500","438",""
"MLB4669465397","published","Sensor De Corrente Ac Não Invasivo Ac Sct-013 100a 50ma","R$ 138,30","verified","webp","public/products/MLB4669465397/optimized/main.webp","yes","500","438",""
"MLB4669465397","published","Sensor De Corrente Ac Não Invasivo Ac Sct-013 100a 50ma","R$ 138,30","verified","jpg","public/products/MLB4669465397/optimized/main.jpg","yes","500","438",""
"MLB4051929221","pending-review","Kit 20x Módulos Esp32 Ttgo T-call Sim800l + Antena","R$ 1.980,00","verified","avif","public/products/MLB4051929221/optimized/main.avif","yes","500","500",""
"MLB4051929221","pending-review","Kit 20x Módulos Esp32 Ttgo T-call Sim800l + Antena","R$ 1.980,00","verified","webp","public/products/MLB4051929221/optimized/main.webp","yes","500","500",""
"MLB4051929221","pending-review","Kit 20x Módulos Esp32 Ttgo T-call Sim800l + Antena","R$ 1.980,00","verified","jpg","public/products/MLB4051929221/optimized/main.jpg","yes","500","500",""
"MLB5272698878","published","Contator Tripolar 4011 40a 220v 3p Com Contatos Auxiliares","R$ 75,90","verified","avif","public/products/MLB5272698878/optimized/main.avif","yes","467","500",""
"MLB5272698878","published","Contator Tripolar 4011 40a 220v 3p Com Contatos Auxiliares","R$ 75,90","verified","webp","public/products/MLB5272698878/optimized/main.webp","yes","467","500",""
"MLB5272698878","published","Contator Tripolar 4011 40a 220v 3p Com Contatos Auxiliares","R$ 75,90","verified","jpg","public/products/MLB5272698878/optimized/main.jpg","yes","467","500",""
"MLB4832394051","published","Kit 5 Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 98,00","verified","avif","public/products/MLB4832394051/optimized/main.avif","yes","500","486",""
"MLB4832394051","published","Kit 5 Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 98,00","verified","webp","public/products/MLB4832394051/optimized/main.webp","yes","500","486",""
"MLB4832394051","published","Kit 5 Mini Fonte Chaveada Hi-link Hlk-pm01 5v / 3w","R$ 98,00","verified","jpg","public/products/MLB4832394051/optimized/main.jpg","yes","500","486",""
"MLB5272829812","published","Módulo Gps Ublox Casa Da Robótica Gy-gps6mv2 Antena Cerâmica Arduino","R$ 360,90","verified","avif","public/products/MLB5272829812/optimized/main.avif","yes","500","466",""
"MLB5272829812","published","Módulo Gps Ublox Casa Da Robótica Gy-gps6mv2 Antena Cerâmica Arduino","R$ 360,90","verified","webp","public/products/MLB5272829812/optimized/main.webp","yes","500","466",""
"MLB5272829812","published","Módulo Gps Ublox Casa Da Robótica Gy-gps6mv2 Antena Cerâmica Arduino","R$ 360,90","verified","jpg","public/products/MLB5272829812/optimized/main.jpg","yes","500","466",""
"MLB5272894966","published","Kit 200 Barra De Pinos - Fêmea - 1x15 - 2,54mm - Pic/arduino Preto","R$ 209,00","verified","avif","public/products/MLB5272894966/optimized/main.avif","yes","434","500",""
"MLB5272894966","published","Kit 200 Barra De Pinos - Fêmea - 1x15 - 2,54mm - Pic/arduino Preto","R$ 209,00","verified","webp","public/products/MLB5272894966/optimized/main.webp","yes","434","500",""
"MLB5272894966","published","Kit 200 Barra De Pinos - Fêmea - 1x15 - 2,54mm - Pic/arduino Preto","R$ 209,00","verified","jpg","public/products/MLB5272894966/optimized/main.jpg","yes","434","500",""
"MLB7143332292","published","Kit 3x Módulo Gps Neo-6m V2 Com Antena Arduino Esp32 Esp8266","R$ 98,20","verified","avif","public/products/MLB7143332292/optimized/main.avif","yes","500","500",""
"MLB7143332292","published","Kit 3x Módulo Gps Neo-6m V2 Com Antena Arduino Esp32 Esp8266","R$ 98,20","verified","webp","public/products/MLB7143332292/optimized/main.webp","yes","500","500",""
"MLB7143332292","published","Kit 3x Módulo Gps Neo-6m V2 Com Antena Arduino Esp32 Esp8266","R$ 98,20","verified","jpg","public/products/MLB7143332292/optimized/main.jpg","yes","500","500",""
"MLB4875918503","published","Módulo Gps Neo-6m V2 Com Antena Compatível Arduino Esp32 Esp8266 Raspberry Pi Rastreamento Navegação Telemetria Drone Robótica Geolocalização Projetos Blutu","R$ 98,20","verified","avif","public/products/MLB4875918503/optimized/main.avif","yes","500","500",""
"MLB4875918503","published","Módulo Gps Neo-6m V2 Com Antena Compatível Arduino Esp32 Esp8266 Raspberry Pi Rastreamento Navegação Telemetria Drone Robótica Geolocalização Projetos Blutu","R$ 98,20","verified","webp","public/products/MLB4875918503/optimized/main.webp","yes","500","500",""
"MLB4875918503","published","Módulo Gps Neo-6m V2 Com Antena Compatível Arduino Esp32 Esp8266 Raspberry Pi Rastreamento Navegação Telemetria Drone Robótica Geolocalização Projetos Blutu","R$ 98,20","verified","jpg","public/products/MLB4875918503/optimized/main.jpg","yes","500","500",""
"MLB7141642274","pending-review","Bateria Para Notebook Acer Aspire Ap18c8k 4471 Mah Original Preto","R$ 192,00","pending-review","avif","public/products/MLB7141642274/optimized/main.avif","no","","",""
"MLB7141642274","pending-review","Bateria Para Notebook Acer Aspire Ap18c8k 4471 Mah Original Preto","R$ 192,00","pending-review","webp","public/products/MLB7141642274/optimized/main.webp","no","","",""
"MLB7141642274","pending-review","Bateria Para Notebook Acer Aspire Ap18c8k 4471 Mah Original Preto","R$ 192,00","pending-review","jpg","public/products/MLB7141642274/optimized/main.jpg","no","","",""
